# STEP2-VERIFY-N6-20260829 - validacao dos blobs STAGED contra a ORIGEM
# sha_esperado: 292 vem do MIRROR-MANIFEST (sha do DRIVE), 1 do zip externo, 5 de A0/B2
# sha_blob_index: git cat-file blob :<caminho> | sha256sum
# bytes: tamanho do blob no index, nao do arquivo em disco
caminho	bytes	sha_esperado	sha_blob_index	modo	ok
_mirror/pilots/PILOT-004/00_SOURCE/T8-BLOCO4-PRELIMINAR.md	4760	80f16d0024a4ce7bb749e87411ea13498f7b0d1209b68e5cc8036829bea03957	80f16d0024a4ce7bb749e87411ea13498f7b0d1209b68e5cc8036829bea03957	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/T8-MTX-APLICACAO-VERBATIM.md	16038	da4affe5c410fe64def84c858a2ea4b182134a4ed4e636e11558507d19407a91	da4affe5c410fe64def84c858a2ea4b182134a4ed4e636e11558507d19407a91	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/T8-MTX-RAW.json	15979	a300de794501a4fb43734cdb813c9caf90b6e20fb89302d104814e4a63d60862	a300de794501a4fb43734cdb813c9caf90b6e20fb89302d104814e4a63d60862	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/VOCABULARIO-CENTRAL-ASR.json	784	7d92944d8c5a849631532bb6c20abc4afd26d46e558c0e6d5c356e1772aed1b8	7d92944d8c5a849631532bb6c20abc4afd26d46e558c0e6d5c356e1772aed1b8	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/canary-bot04-PASSED-20260814.json	2303	68917b69b7014dc0d83f63e5d8195c7ebe004d731f1939482647aa2e2f8ef6fd	68917b69b7014dc0d83f63e5d8195c7ebe004d731f1939482647aa2e2f8ef6fd	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/compiler-v2-hash-check.json	986	26b1b6f5c7e1cbd4c42aa22bd213d1ee4ddb70f2cde804fc7d74239cc4c3876f	26b1b6f5c7e1cbd4c42aa22bd213d1ee4ddb70f2cde804fc7d74239cc4c3876f	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/l0-seal.json	504	1ef38d94edb0eaa45b88691f6e4548bbf602029be9e3181bc3311af85e8343ad	1ef38d94edb0eaa45b88691f6e4548bbf602029be9e3181bc3311af85e8343ad	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/raw/available-transcripts.json	139	eec75727b2ca425a0554811f0b5bc521e0703d8dbd5732bfb944f42c21285403	eec75727b2ca425a0554811f0b5bc521e0703d8dbd5732bfb944f42c21285403	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/raw/raw-transcript.json	51215	4495a61e0d33652f78737113659c8e4239c9909aa0bb930802a683ccc2988163	4495a61e0d33652f78737113659c8e4239c9909aa0bb930802a683ccc2988163	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/raw/video-meta.info.json	548930	4c97071cbdbcea59a7300802cfaf46290f75f2ef8a554049250e051116bcda8a	4c97071cbdbcea59a7300802cfaf46290f75f2ef8a554049250e051116bcda8a	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/run_failclosed_canary_v0.1.1-bot04.py	14142	8332bf1e8a1e57e3b2ed68b54bb1ee378b0b7daf3eb3faf749bd32a1bb7946d3	8332bf1e8a1e57e3b2ed68b54bb1ee378b0b7daf3eb3faf749bd32a1bb7946d3	100644	OK
_mirror/pilots/PILOT-004/00_SOURCE/runners-p003-LEIA-ME.md	2106	d57335bf99adaf77aff104c54611338ca97b1aea70024dd64e246829ec62276a	d57335bf99adaf77aff104c54611338ca97b1aea70024dd64e246829ec62276a	100644	OK
_mirror/pilots/PILOT-004/01_PASS1/p004-pass1-calls.json	212	833ebe8669392168975a5ca9659791d7a4f6cd707a2f54fd8e362f521df0cd5d	833ebe8669392168975a5ca9659791d7a4f6cd707a2f54fd8e362f521df0cd5d	100644	OK
_mirror/pilots/PILOT-004/01_PASS1/temporal-map.yaml	3537	02562ca80bc367042fccfc1bd3c98c29770e19900cee912a13ca02bc33187e49	02562ca80bc367042fccfc1bd3c98c29770e19900cee912a13ca02bc33187e49	100644	OK
_mirror/pilots/PILOT-004/02_PASS2/COMPILATION_MANIFEST.yaml	788	ff103bc009ca4996d6a31b9a83cb8b9d2866d1d3b41d8a46ed17f440370199e0	ff103bc009ca4996d6a31b9a83cb8b9d2866d1d3b41d8a46ed17f440370199e0	100644	OK
_mirror/pilots/PILOT-004/02_PASS2/EVIDENCE.jsonl	79376	f5951b32192c50bfede98fa911ba7829a2c5025bdfd4f7e96d4624167e10fd62	f5951b32192c50bfede98fa911ba7829a2c5025bdfd4f7e96d4624167e10fd62	100644	OK
_mirror/pilots/PILOT-004/02_PASS2/pass2-checkpoint.jsonl	71377	7ffbf168279b9f4e76e79e350e5f200f837e9d0c18ab041718c7d341f47533d1	7ffbf168279b9f4e76e79e350e5f200f837e9d0c18ab041718c7d341f47533d1	100644	OK
_mirror/pilots/PILOT-004/03_SKILL/COMPILATION_MANIFEST.yaml	1530	88f6cdcc75ef32b43ff7f937a0d847cd58d36d7deae306aca961a9925e817517	88f6cdcc75ef32b43ff7f937a0d847cd58d36d7deae306aca961a9925e817517	100644	OK
_mirror/pilots/PILOT-004/03_SKILL/COURSE-GAP-REPORT.md	4818	c2649f91bfdf543cad3ccdac5ea6779fd5c9cf0f259c8047e0d048a615d9aaf2	c2649f91bfdf543cad3ccdac5ea6779fd5c9cf0f259c8047e0d048a615d9aaf2	100644	OK
_mirror/pilots/PILOT-004/03_SKILL/SKILL.md	2306	b7ea529735ca60defe7c5c66279ef794d12cc859c411e4b4cfb01f838903fc4d	b7ea529735ca60defe7c5c66279ef794d12cc859c411e4b4cfb01f838903fc4d	100644	OK
_mirror/pilots/PILOT-004/03_SKILL/knowledge/decision-rules.yaml	19561	594bdd82691601f547da598d04b42870f7eda9bd8cd358e82d9419648600dec6	594bdd82691601f547da598d04b42870f7eda9bd8cd358e82d9419648600dec6	100644	OK
_mirror/pilots/PILOT-004/03_SKILL/knowledge/runtime-policy.yaml	3767	8b061f4567b0881e780f658cc55e001d3d4b5ce6dc8fcd25ead33b3edfe8598b	8b061f4567b0881e780f658cc55e001d3d4b5ce6dc8fcd25ead33b3edfe8598b	100644	OK
_mirror/pilots/PILOT-004/03_SKILL/knowledge/workflows.yaml	22676	9cbc4c16c1a584d906fcb0d5cff3ac21a75a3e71f4045ab91c8d64ea09be5ad6	9cbc4c16c1a584d906fcb0d5cff3ac21a75a3e71f4045ab91c8d64ea09be5ad6	100644	OK
_mirror/pilots/PILOT-004/03_SKILL/manifest.yaml	706	3f8c57080f8ca854bb137d5afc59005378ec8d453e7a8582ad2b881fbeae9fc2	3f8c57080f8ca854bb137d5afc59005378ec8d453e7a8582ad2b881fbeae9fc2	100644	OK
_mirror/pilots/PILOT-004/p001v2-remac/00_SOURCE/SOURCE-MANIFEST-PILOT-004.yaml	472	870e648c2060698a98793a4086b5055803e8705f69d00e1aff4cf8ab02586854	870e648c2060698a98793a4086b5055803e8705f69d00e1aff4cf8ab02586854	100644	OK
_mirror/pilots/PILOT-004/p001v2-remac/01_PASS1/temporal-map.yaml	2297	845cea7df28d1d697cea904f747d0642f937295ab1a67bd5c83e84e88327bf60	845cea7df28d1d697cea904f747d0642f937295ab1a67bd5c83e84e88327bf60	100644	OK
_mirror/pilots/PILOT-004/p001v2-remac/02_PASS2/COMPILATION_MANIFEST.yaml	795	6483c9e4bca5fb905b7f1d14251f86adfa817d593b8cbb77ff665d50823f3a89	6483c9e4bca5fb905b7f1d14251f86adfa817d593b8cbb77ff665d50823f3a89	100644	OK
_mirror/pilots/PILOT-004/p001v2-remac/02_PASS2/EVIDENCE.jsonl	99433	680c74e6d182807931bc4cc5bb3ee91144a2c24cc2cf33f18f6f508fd737e1f8	680c74e6d182807931bc4cc5bb3ee91144a2c24cc2cf33f18f6f508fd737e1f8	100644	OK
_mirror/pilots/PILOT-004/p001v2-remac/02_PASS2/pass2-checkpoint.jsonl	100486	a453cdfcfb2405296f53d97fceb177f2fdf25dbceb16b23e0e82553e2944b452	a453cdfcfb2405296f53d97fceb177f2fdf25dbceb16b23e0e82553e2944b452	100644	OK
_mirror/pilots/PILOT-004/runners/p001v2remac_pass2_ckpt.py	8675	25e179129927ffd3b69fa5b1730030cde62f9184fe4bfeeaf6a36657d0ed29e9	25e179129927ffd3b69fa5b1730030cde62f9184fe4bfeeaf6a36657d0ed29e9	100644	OK
_mirror/pilots/PILOT-004/runners/p004_pass1.py	5897	ec0cc5aa69ee6330cfdb6a38b1c82d1c4eddbcda3605e1b9d5d65a1689f6ec0f	ec0cc5aa69ee6330cfdb6a38b1c82d1c4eddbcda3605e1b9d5d65a1689f6ec0f	100644	OK
_mirror/pilots/PILOT-004/runners/p004_pass2_ckpt.py	8653	cde3aeb0f84779558f2c43f13a02a6217a016119712b3709033ca77fc403e197	cde3aeb0f84779558f2c43f13a02a6217a016119712b3709033ca77fc403e197	100644	OK
_mirror/runners-p003/LEIA-ME.md	2106	d57335bf99adaf77aff104c54611338ca97b1aea70024dd64e246829ec62276a	d57335bf99adaf77aff104c54611338ca97b1aea70024dd64e246829ec62276a	100644	OK
_mirror/runners-p003/RUNNERS-HASHES-EXT4-LENOVO-20260813.txt	1019	b7b51b8714884073f7739daf5880aec5b0946b67a42dd2525e5d9a3425796d0e	b7b51b8714884073f7739daf5880aec5b0946b67a42dd2525e5d9a3425796d0e	100644	OK
_mirror/runners-p003/p003_apply_step1.py	3696	136452bc11aec91eda23f99e75f280dbe1b508d5c27ab4d510fe385c5b317785	136452bc11aec91eda23f99e75f280dbe1b508d5c27ab4d510fe385c5b317785	100644	OK
_mirror/runners-p003/p003_apply_step2.py	2717	fb8c467a082453a7fa292de253ce2fcee9be61f15cedf80ef8cf04f4a3a5ca0d	fb8c467a082453a7fa292de253ce2fcee9be61f15cedf80ef8cf04f4a3a5ca0d	100644	OK
_mirror/runners-p003/p003_apply_step3.py	3972	b8484d78bb904fce71733de5b2d312c7fdb211a73bb1aa849e749ca59e370304	b8484d78bb904fce71733de5b2d312c7fdb211a73bb1aa849e749ca59e370304	100644	OK
_mirror/runners-p003/p003_build_l0.py	4584	f9f736d4012b8983eadaf120494f2b3646aa7ad6462dd882bf006ad979702d50	f9f736d4012b8983eadaf120494f2b3646aa7ad6462dd882bf006ad979702d50	100644	OK
_mirror/runners-p003/p003_diag_instream.py	3493	6d471fdf4c0fb021ed9487ee7ad7687b1d14d06c2a15c5f2f34afff17667c831	6d471fdf4c0fb021ed9487ee7ad7687b1d14d06c2a15c5f2f34afff17667c831	100644	OK
_mirror/runners-p003/p003_l0_ext4.py	4602	4ac965b51e91509a3228bd037411915c561099ff60ce288cb19516ecc813cfad	4ac965b51e91509a3228bd037411915c561099ff60ce288cb19516ecc813cfad	100644	OK
_mirror/runners-p003/p003_pass1.py	5823	60f0bedcf92a153e08476be64592597b85610728cfaab7047e1b05a5a8a44e6a	60f0bedcf92a153e08476be64592597b85610728cfaab7047e1b05a5a8a44e6a	100644	OK
_mirror/runners-p003/p003_pass2.py	3850	ba868e27700a22a1d2e770a59e870427d55e5418e3721a73b0181f0531341f45	ba868e27700a22a1d2e770a59e870427d55e5418e3721a73b0181f0531341f45	100644	OK
_mirror/runners-p003/p003_pass2_ckpt.py	8451	7364ff32ba2cb65a1fdb4cf1431a0435fb7daf96f7ff84528e9af341a596b08a	7364ff32ba2cb65a1fdb4cf1431a0435fb7daf96f7ff84528e9af341a596b08a	100644	OK
_mirror/runners-p003/p003_positive_control.py	5612	0e64ba10bc9d5a15863e93f299bb3f2a9964d28ba815d2346a836eb490d40407	0e64ba10bc9d5a15863e93f299bb3f2a9964d28ba815d2346a836eb490d40407	100644	OK
_mirror/runners-p003/p003_recortes.py	4400	1b77e3f313d745f7d8fb6402f998a36c4f56610c05317cfb837141e09db8fbb0	1b77e3f313d745f7d8fb6402f998a36c4f56610c05317cfb837141e09db8fbb0	100644	OK
_mirror/runners-p003/p003_theme_coverage.py	5004	e199114a0193a030cadc6bd0ada5f6006c1a2643ecb5214331f599efca8483d2	e199114a0193a030cadc6bd0ada5f6006c1a2643ecb5214331f599efca8483d2	100644	OK
_mirror/scorer-v2/PATCH-freezer.diff	6841	0555b8fd41d7306f0fc52cfc3e87002eefdde686549e08d917db1f7d412287e5	0555b8fd41d7306f0fc52cfc3e87002eefdde686549e08d917db1f7d412287e5	100644	OK
_mirror/scorer-v2/PATCH.diff	16799	88af772900743bc2c247f48407072fe36a5406aca6c639e388b856ba1624461a	88af772900743bc2c247f48407072fe36a5406aca6c639e388b856ba1624461a	100644	OK
_mirror/scorer-v2/SHA256SUMS.txt	628	080b43423b8dd9eb0455ca52cfbedc15eb51cb920777264213ef13f0b0cd5ad1	080b43423b8dd9eb0455ca52cfbedc15eb51cb920777264213ef13f0b0cd5ad1	100644	OK
_mirror/scorer-v2/canary_two_comparisons.py	22975	d440905c95f8e580c58440e14a93c27e6d5e7540b92602c07ee4fcd39798f058	d440905c95f8e580c58440e14a93c27e6d5e7540b92602c07ee4fcd39798f058	100644	OK
_mirror/scorer-v2/freeze_margin_lock.py	33226	61334fceb228e7dc8c4b5aec72007352fc5be20a90da37aa1bb09cb2e2364365	61334fceb228e7dc8c4b5aec72007352fc5be20a90da37aa1bb09cb2e2364365	100644	OK
_mirror/scorer-v2/patch_freezer_two_comparisons.py	8356	e7440d5a1fb7efe75bdadb1f41205648af741c1f03aa5b77d1725922aef48f7a	e7440d5a1fb7efe75bdadb1f41205648af741c1f03aa5b77d1725922aef48f7a	100644	OK
_mirror/scorer-v2/patch_scorer_two_comparisons.py	20721	bc8ffaed93e2be1d6b1da7b75b6d7e2af593e8e7c78fc0b4df2d19d01ff51a3b	bc8ffaed93e2be1d6b1da7b75b6d7e2af593e8e7c78fc0b4df2d19d01ff51a3b	100644	OK
_mirror/scorer-v2/score_judge_results.py	93424	ffd5a14644ee667adffc94ac8e97a476ea2bf54539944abf85f5cb214542fc1e	ffd5a14644ee667adffc94ac8e97a476ea2bf54539944abf85f5cb214542fc1e	100644	OK
_mirror/_source-readonly/PILOT-001-TEST-0007-FULL-AFTER_DEDUP-v0.1.4.zip	27718	b30c1da365af5c06b38efd91715f72c8cc312d0efac8c4dd999ac811b690f028	b30c1da365af5c06b38efd91715f72c8cc312d0efac8c4dd999ac811b690f028	100644	OK
_mirror/MIRROR-MANIFEST-N6-20260829.tsv	50348	7bdba931244d59720ab9c038513a8abae631a0a8160549b0e904d2f6575544d0	7bdba931244d59720ab9c038513a8abae631a0a8160549b0e904d2f6575544d0	100644	OK
_mirror/MIRROR-DIRS-N6-20260829.txt	2148	87f3dfdaa3f3c74b5711be1bebfc227b8472636e449ef976a68acdcacd674c72	87f3dfdaa3f3c74b5711be1bebfc227b8472636e449ef976a68acdcacd674c72	100644	OK
_mirror/MIRROR-EXCLUDED-N6-20260829.tsv	454	2b69c301f7cfe5b7e6d3df4e4250ef43dae62391c2fdcc076d6d11bb2658e5fb	2b69c301f7cfe5b7e6d3df4e4250ef43dae62391c2fdcc076d6d11bb2658e5fb	100644	OK
_mirror/STEP1-VERIFY-N6-20260829.tsv	53777	3dd4642eec1e7841733d7b0f299e4c4ba09cbc157a21ec3bc22f07b350e34d0c	3dd4642eec1e7841733d7b0f299e4c4ba09cbc157a21ec3bc22f07b350e34d0c	100644	OK
_mirror/.gitattributes	492	c284dbc46b85610c90ed5926b9bad4f649ece7b58f525c93aaebe60d9c9f9314	c284dbc46b85610c90ed5926b9bad4f649ece7b58f525c93aaebe60d9c9f9314	100644	OK
